speaker_dir	gender_dir	client_id	n_clips	gender_source	decision	majority_count	avg_conf
f_1_17	female	02a40eed38bf20ab1ddca1a5c60f5b2cadd5455be21c7a1ab8e87d65a6fec68495c0d24d8fecdfe3f9d132fdfa842dba33dca093df21b19f3d325519779d13d0	10	self_reported	female		
f_1_18	female	02acaecbfda059e4af77ffb57c8685657be90deea041b3c21f44cd71aca407e27f5ff1f476d011dc3a7cf4ec30d86cdc62093962cba7b49a4bad7f6620bad1a8	10	self_reported	female		
f_1_19	female	02d21811bd9caa2accb9c58d3cda46856846d1e0b7e254c2db2788706a04079422f6e7b0d47bff7cadc867874118c2fd6b0b3c9b6b304b256084cf8ab25c8cc6	10	self_reported	female		
f_1_20	female	02d621d25dbc49b32faac030a1d9771e88fe6e8063e67180b8ad60d3c2ae8dbd6db72493ff7e978a76cc96ec71f4fec67b7345e2ac854ac602fb485d7733e590	10	self_reported	female		
f_1_21	female	02e4cb22ffb132207f2d181f146ef19482fe7a7c0a17d2672c604119c5940a9368ed80642d20504c061c61fcd81a2d8636078a56d89a4111384b22e93b374bf1	10	self_reported	female		
f_1_22	female	03135e133bcd9fc47ac87c874901888b955935df9399ef5a5c7f8cea465b9352b5da650239341e3a0b918192a1d1a02c10692db165140673a983df82ffe2dcc3	10	self_reported	female		
f_1_23	female	03303b68cede187fc546ddce24f3b0623e1fa59031fcf261684904de0dc7f0677f4c80c898de36cd15a86f58fa26bf87207d923f690fe51828adbde52cf299f8	10	self_reported	female		
f_1_24	female	0344adf8f9869caf1e5d79f152d5aebfe4554ff4d52d03fd2808927adf955629c2707bbb28f20cbad34322b09e15f0edaf66c7931d0fb56c447182cf319a6d4b	10	self_reported	female		
f_1_25	female	0353ececfab1479e36a034f67dbd44b3f816008f3c2804050c1bfba2860583915c8a298d3af6747125a1afefd2d27317a29f8c7b3030ba1e6274b07db0cbf0fd	10	self_reported	female		
f_1_26	female	036a9b456b4ec6f26a5506624819b386a2a2da35f07663c715aaaaa13b49e5aa22f19ed6ac8c35ac78a33ffd848a71405ef9b3e3703a2f6ec25d86efc26ad830	10	self_reported	female		
f_1_27	female	03a148079f4cc913ef9793bb7e7ebed94194a3407ae1f3b2baa104e9c69ad48f9afc6ac20c2fde60cace8cc0caaacf2f1361c0d122565240b8edea1411e94f5d	10	self_reported	female		
f_1_28	female	03ac926a15e7695d5c933f46dc82e483ccda96ff8f00f4ff33363cd004c7a97ad5fd42f1768a5740aa71fb535cb55cee2e69b22384acf8264efeb55146a061a7	10	self_reported	female		
f_1_29	female	03d899998c259969a2c9d857f3c9cb80efcaba49e1deda5fca303d73166d92271aec02fc0fdc9a560f62656419ed7402c3f91a1c22bf772a4f08107e5f979612	10	self_reported	female		
f_1_30	female	03ed98d44db4fb01939c421a0217d2b579c46740be8eb3c869b715b383b1194fbcec12edc6a838edbf536af068ea2d9b18f04e2aed881e478f8b7dbcb75d0fb5	10	self_reported	female		
f_1_31	female	043ecc13b820e2b2ef3de64ceab3d71413bdf40421625c9f23bdb1d935e55465489e9e98cd0939cb8c8dcc4527ca13a7521fe41a2b776e1bbd64929277954bce	10	self_reported	female		
f_1_32	female	0475fcb7a85a9bd8ce2b02f10d8648edf895d28113810f5083af0f6d0df95668af757769361dea369adad29db48442c925b3080ea3d7b04fe3e4945195bcc340	10	self_reported	female		
f_1_33	female	049857568f92d75886009a937320ca28828ff80f136c425fc2583a9884088114115fb6d7db40cc81201be14227415670e4d4ecc0090041014fa976605bb9a0c4	10	self_reported	female		
f_1_34	female	04a248bc0cc9b8d91ed448e89914226cdc02d79ad7d6e16b1f465a314c309237bd129173d14caf301a038141a7e3e1be76c61c098ad7ed2d91a3cdaf3dd4b7a7	10	self_reported	female		
f_1_35	female	04c907b8cd8614d4b6298795bf0a444f38f28c0516208e4b6528442725f6d200b4775df61cd286d096a67282e0fbadbf5d20803e80c71c7a408954e4b82a2190	10	self_reported	female		
f_1_36	female	050b7c721443d809e30fded1216d66a37326bcd2eec6f21d98806665fcef15452d9561f9dd3c4a70c7487009ae87e1f4266bfaa0f9e49c3b823929e8f078b5bc	10	self_reported	female		
f_1_37	female	051e865815e5562d03fef6e4cacfed89f895d8b6f277e73c127c9dfdba66d8d25e0fb3e573d5993d5c57acc97ae8e122b53be1e5d6b24fc2c5f3d01da3d03246	10	self_reported	female		
f_1_38	female	054339e122ccbfa69d9d9dfc81a69f8c88e0ce9f60c03434635902861e0b3cb5a28a035db21ac1556200ce70c4b1146b5d5f0cd3d1104da8eb2af3c8f405fc93	10	self_reported	female		
f_1_39	female	05812a8b0aa7547db9c9e8ecf0fac06f46f8af06635de679967c68e0969dd9043f419933af71e6d5e922b855cda280640df7e6209d9cf4a009e61f033fab9eed	10	self_reported	female		
f_1_40	female	05de509eb6cc61c14c1666dd3ed14f3cea0eb9d6ca6ded3f3fd74bc1dcc8e89c94e75d4549c921aace6b14428188564f271e73e121ec227ef4d4f6f4f0ab9ccb	10	self_reported	female		
f_1_41	female	062d40cdfa9ecc0142fb6e451b912a39a51786ac589039b66aa883b9bf5ad59a7456495ff83639780402d66dda958dfcb891a1e404ee12977c23f0289802445a	10	self_reported	female		
f_1_42	female	0632807f41b1829b541c84cc4058368888eab194ad167277da5a0c65ec3f3e2c6c7f798b2eb0300edfa41f63ea652d7440b8e99b8f90fa3b3e7572b02d883dde	10	self_reported	female		
f_1_43	female	067c890acd9f630a7b3ce3b7b6b7e8ce1d66319fd3c024d4799888f9d5f474dd5471d54adcb6b003d1856e16a2292f1996c2c225b4a7374b4175503171eafc4f	10	self_reported	female		
f_1_44	female	06ba1457e5a973568dcf7af0af84ff313008530f1e5477653919618212bf3a0f06f6c10543b7e604f9d5a8d4775233fe1a733604e15d945bf57cb6962557e898	10	self_reported	female		
f_1_45	female	06c27f5270348acdc7559535a7d805916bd03c57d348852254ec9f1f69a9c2af1fe6528fe387dd242ea439b1fd5d77855aa27f9868a5b578c52746a555d8e0db	10	self_reported	female		
f_1_46	female	06d4c8ea454687bdedd25306e09983ce8a557b8858962ff0f2c32c81ee9116f066a0fa0bdf34f2bc5bb3a14653fe9ec726c968a411af42ea71b13b9bf2463d1f	10	self_reported	female		
f_1_47	female	07004fed5c5e5b0eec54cada1f3e929b0d4277ec12f041a78b23410ce9269fe955940493daa36cda1786372d101e45bc707e24b232c664e5d2612c6458a47acc	10	self_reported	female		
f_1_48	female	07241e548b7a61ff0e7efe7e6d182a799a96ee92f8a0f43c4a349dd23839bad98a5b309ab74cf79ba62959f9f890cda33a1d26ae1078bf66841f90211b9de2d5	10	self_reported	female		
f_1_49	female	0731738f810531ad24903dd1d7b9e93b67de9601b7f50b94f83c9453d5c29a616072cce283501025f1cccd1e4fd45115841ac78efe277ed48b67e48dc12a968a	10	self_reported	female		
f_1_50	female	0777c95a167b4bd0ac5c36e2d0fadfa390f4d01572aea73e3fde741c9e2a558ac1c8e63c9131a5d10624136af4f67d2e5673a388bdb0090e38e6c05fb74d8cd3	10	self_reported	female		
f_1_51	female	07aaf0a5ce24ca5dfd4c0d118158c5d8ceb775281eb4b2fb77b1d6afc3626cdd2026d55a2e2f4def04554d21e942a245d1ac346901560b28fbc4940fcbabdb6b	10	self_reported	female		
f_1_52	female	082715809012658c14521925addc04855ce0a6b7e7038512bbdccb05abe4a50d536c47dd8e344829dc3d3692a36dca0872b8b58e3c599f2bdc5da1c2ab431603	10	self_reported	female		
f_1_53	female	082aa19ef5d27d007805d40c057ae6873a85170fc2495693c32771998d8404050c4fa2c7c2019d21353abc14c092671daa814f97029b726bd24b63c6e54c82b2	10	self_reported	female		
f_1_54	female	083ff7f294ed98fd962a3c5f164ae4bd9c994886421155d55c61bb32f9ef642856543a25d63d6aa7d01902da675371bd02b89e221c508d60b9404180495484b3	10	self_reported	female		
f_1_55	female	08776c1527e3d2a3411f55c5df3536c5b08205933b2bd88564fd82cef1234c8bd0ab0d1b5442adc662cecca4c9b340d7ec9bfb7cf1e5595395654e03c450d9d2	10	self_reported	female		
f_1_56	female	08c798ddee4d81701819ad6f008a841c3f15090056e8a8ee387f0c64efbf653d6eebd23b5b910196a0dfc317f0b86971da20c6b080b8eef2f391fbbe563e8372	10	self_reported	female		
f_1_57	female	08c7e75f653982c4a0169f785183225f8cd88e724991c62cd32bd3a35644b87c643412f00b6a1ad4e8bb03928be87b955d0af0ccc34e67f40e8b702be76d04ff	10	self_reported	female		
f_1_58	female	08d247c7adb1abe60d72251e5ae66ef365f3b915abdbf8938b8074aab1e41c83355769c5e2496b511e3e2192bd7c878333c795505926325ab82bcc9fa8265326	10	self_reported	female		
f_1_59	female	08dab8a66b8c47e3b04069a303d3b6ed727f3d403405bed16cfb30eb6dcfb67c8bc612bb557a28d3d341278e187737c83a8bf69049540d151a1eb07cd348e260	10	self_reported	female		
f_1_60	female	09002d6897c2cffab12d17f1348faa863b81d275e6d850c4eda58a552eb4d716f9b4189cbfeeaa492b3fada96702835ba2ebf467d4d32520b03f24f633657087	10	self_reported	female		
f_1_61	female	0909d2a42621d06150c53c900694506bbe79be543387f9f35c0335902a582e4ae6baf1a46b08cae8d7136ce97ae42b338b927002da03ef569dcddf4d07a1eecb	10	self_reported	female		
f_1_62	female	094898e6385bd3232cd712bb94ec68cb6957e1e946b3e812e34974e7a533fa1d8f99432686138c881d96be9dafebbcf9261f5614d2fea29b2a27e19710c09bac	10	self_reported	female		
f_1_63	female	096ae9c967cad48a4c4ab237a25e0a0060df70b902f0d46fbd6c9a91e6d04c9ed5b0e5e7984394741cd211af69d3db0484017da1609196e8a0fc3b785b93ba31	10	self_reported	female		
f_1_64	female	09e1e7d18da8d10b90c2ed0d9f79c1137c2b769e204a1467fb9989bbb6598f7401bc68295ac867febc036bbde6b32a3e3c74c1fc8931fd1c864222f3add5ecec	10	self_reported	female		
f_1_65	female	0a0f98c5fb5bef528a71a83b74c59c06901144a415e24378d4e67d54101b981ed70310d8360c1bc1cb558af6810ca2178bd26ac22920b1d815d001bb871a4f3a	10	self_reported	female		
f_1_66	female	0a28146e22e455254f457ad00c917a2087dcafa2087c7adf325c45801ec56e1c3cf01a3eed59cc3302384b858b3202add51a6caa26f4c802d9335a9fe2975a39	10	self_reported	female		
f_1_67	female	0a4bc8c21a1c2387ae8f88276b21cf0f167fa73a511c20ce2fe6d2806c7818763571baddbe5a53dc76ee641249b0ea64ef715b392e3c3a7af0c7f5e2da175253	10	self_reported	female		
f_1_68	female	0a4d985270b95e01f937208413014d9b4d3c4065827d05dd2a6dbb34306c64530478449e1a282c15c7cd4c82c098da335b0293b7a5c7c5be79b964e1c35fa3da	10	self_reported	female		
f_1_69	female	0ad0fa785c805963f2153c09c6987079efe3f89e8d92a0a5ebdc11638853e8754310b6f4451fefe3b002857163b4b4411358d78683decc457cb846486d8aa900	10	self_reported	female		
f_1_70	female	0adf327c11ffd10b9c27a706379dbcb2380b35add21c26e5addafc42acadfb69a0e9c5f758f75cb95f1c5e1f40c798e59c6289ae9f39b502965c7bf78192d19a	10	self_reported	female		
f_1_71	female	0ae27a0e3c9e4263e87c6869b5392fdfd71dcee886949bc7070d4edbbc5d3f63700d40014596a1efa12dba2965464ba67aa81521862d764b97d53ce0944411fd	10	self_reported	female		
f_1_72	female	0af140e7dc0b253fdc803e68421dab4c1b99ec97f94d20647c4333c5cc9efe185fcb565e803bd6bba2e334217f8ad7ace80753a4ca0bcd33bb594f373b0e9e0f	10	self_reported	female		
f_1_73	female	0b07b11d44f1821e97bc7cca74fa7e2b4143f8fbbd27f936ce457769cfe00730b04d7208145382ec3b1155a9ce935b4b370a9ea376ee41c506ca77ca07e725f6	10	self_reported	female		
f_1_74	female	0b3d55acf115fdf88131d7324fa9a7e1a26542405b0671d5ec0d9ed34b40fa0158576fd51ee9cc937a41b1c529f49cfb23fec693ae1382f21ec8fed796a9dece	10	self_reported	female		
f_1_75	female	0b4d4eabb5539edd5f8f3110462f9d4d991d00a2623f58e7562b49f8b4cbb4db5711e47bd8b153ff0fd185b837519800c94bbf6e08f228c523ac1bf51bd2ba0f	10	self_reported	female		
f_1_76	female	0b7d8b4b462f637d357c1450ba47a3566cf602b3a722b34eef1ac3312b5b4da535f9daffca0ed1aa21e8d268aa961d2a8133b70443ac8507ba33b2bbbc027728	10	self_reported	female		
f_1_77	female	0b8f11c13a833f6435a3d01dd9ab7135a80d5d3705af50600b5340f8104f42826053691ade0e52d9dc47bf0e08e56ad64478dd997611301275d9cffc93f169cc	10	self_reported	female		
f_1_78	female	0b93e3ca92f789efee5ddf320b062016fb8ec40f4f62eb3244dc578a75b2a5bd5792f600ceeb51de2f8ba2fb97d10e6fc2e04721e11b8a5a304ca6982dfeb599	10	self_reported	female		
f_1_79	female	0b97a66fdebf7b648a68a1deaa920e450272dbd91fb94231850abab7e82418f19b3c7f6cbefe85fa9e564e9137427953eaf60d3396a942b9a9771d0782366d31	10	self_reported	female		
f_1_80	female	0b98a0e613e1b8c5dcfc8d09b21906a7657a573d4ea2c5b4a5ab53a5ef416002e829b59cd420dc6ed0dfdaffc290aaa0e78d26961318bb8084bc025ae7bbc33b	10	self_reported	female		
f_1_81	female	0bee926455b18f6d12dae93ab617c5c685db6f5cade949cdb5c88e01dbfe6a5802fa63903d2c9d541808fabd676bbd8a184e20ee70c3aa84e2c16b846b203c9f	10	self_reported	female		
f_1_82	female	0d3438895270bd3890c94d8947c08a4a8fc8936db3c4557cc8633b08271c56ecf2691f5cd25ccddb80da793d62c2bfdcdb250f1b9d4820f30e65819f15eb7ef6	10	self_reported	female		
f_1_83	female	0d5b5b341502b859c4f2babbe25f5639ad224468ff4e48f3f34c8ecee714b396d96a634a8c9ec1543e1bd7a50e26c41db44c6532f615d1ff31d6c0076860cdff	10	self_reported	female		
f_1_84	female	0daf46594f811bb3b85a420161db99d06563fda2a2db98dac35dca0fbb481273051a200a077a17bc4df44f6fdaddea50ed419ac8377cf772601357da412b0bd8	10	self_reported	female		
f_1_85	female	0dfa5b5b29828262d25ee02907dee0416bbe8901124d7e3a5e6be7c15f116c364d0c523830f5e15f77fdeff3d34ab4d12748f98f0a9e549c1f6017837e96ed3e	10	self_reported	female		
f_1_86	female	0e0aea7357aa0f297a003c0a983e9ed0f6d674c57a138f486489acb33bf1caf26504f1639e3848a4cf5a86d4f9ec6844218317132943a00a441d76c3d7bd5e14	10	self_reported	female		
f_1_87	female	0e29e16f44d4c457e755d91b8498823c85dea4f7dcc5fd5c6b6a717b2c6844c932ad75867d4af6347bfa3895e829f853fa4d2078795cb7684d40dc04bc51f62d	10	self_reported	female		
f_1_88	female	0e3e078c7205ada5d56e60077d388a4d4546e8907ccfdfefb5a06aceda1f7283f6d7675f3352ecdde2b04e8a596077d9010f6c526f448c3e9acb5dbd8d1d92e6	10	self_reported	female		
f_1_89	female	0e4a99ee6d38d79e5baaa63fcde7b3a778745fdc8f800fa2edba2b6911495abf74fda713023b2f1081bb7cf3ee1eea8fd736966d30d36b4a18309467cf17100a	10	self_reported	female		
f_1_90	female	0e584e386170c15476f57f463c00da3ed67ce550d45e03c276a338896c2192e52280e48c8be65f5112bd152923602c524038f0bb3e49529b7b2e2972172de821	10	self_reported	female		
f_1_91	female	0e590d7228620e7778274f835f79c87f2de6b062ac891324be98c2188f7c4772f4fdd0f4065a49e00ee54c5742ce33c624d4658d1cf9100645e8d68df665f774	10	self_reported	female		
f_1_92	female	0e8fc1319b871940a4d8d8456fef9697d1b04506ec80d7cb0a5a572b6b60ba99f6b4429aeaed1712941df7d7f856d67e90adbcd2af32d4d767bcdafca49c95f7	10	self_reported	female		
f_1_93	female	0ea9252477debb73b13ca414dd3dabd2f7da821c8c5491473dad304837875cf9c2ab3788a8ef54b538de28c7aec89493b727b8e18622f220ec61208ff4e8888b	10	self_reported	female		
f_1_94	female	0ec90ab3f4ee30dd2c6e95face4b6fb88aa12e7421198d6391ead1ae3664c1365a30532bf9142d9567bc2a67e655e8b2bf7c9897c1f8e85de056554d5a0ce41b	10	self_reported	female		
f_1_95	female	0eebf7d01b8206da364c99ef90653c9b680658ab74002adcf257a19f1b826c808ff63190b0f8599a7cf481f737e62d9abd10100a5b0252caf324e66e407d55ce	10	self_reported	female		
f_1_96	female	0f175af27943f14297ad790cd26ecf7d1a989f115916216aa299db0453abdc3b960b8cfcc1d16fdfa312c04d47d210a53f2afe91e49beb255fc808d8d47240d1	10	self_reported	female		
f_1_97	female	0f1b4afce8a837adcc2db02e67606a4ee41373f8d1e705c8e375584eee83f37b6cafa1c99a7daad763b9544786ac70f9b09d7181b671b3ee4007accb952fda11	10	self_reported	female		
f_1_98	female	0f616ac58e5862c9cb7b954f716bea4253c0fac4e34462d0ea18f98aab4dec770082d2e1b82722f1079e070dda2e171a34c35bb151ba3606dbacbeb5faa49a20	10	self_reported	female		
f_1_99	female	0f705f5d06ffe231b773c6e24f70b60fbacba33f80ff4bd0e2fbadcb8707f2bf28f25302a93e5221af60e510530971371500a4328a6f24f08788ba42a1a1d562	10	self_reported	female		
f_1_100	female	0ffb1bd864830670bc3b0bc5ffecdb9d72dd95999d26946530bc96cc8a2fe27e32ee2cb14b81a8271b23b913c4996f6afee3581103203cfa1e595e2cae56f8b3	10	self_reported	female		
f_2_1	female	1021e146675cfa012da5d577b0c590b05b1843f6cf0755fca2d7197743507f6d4234740af632151c4f47ee3b64d47a697efeefbddae60b7a63730a3567c8e17d	10	self_reported	female		
f_2_2	female	106b363322989896c26ced8949413ee3d2755d9904195be51e4799585c5bb827c79df51e43a9836eafd77d19b50813c10ef60d85833517de1bb0a7a033caf938	10	self_reported	female		
f_2_3	female	10809f57612a1549c7a671ba57934d74e0ebdf30c42270403ddb411050e89362b81314895a7ebbd89c7aaba99d15a1d75d1976c182d5321d781b3276fc5992aa	10	self_reported	female		
f_2_4	female	108ed24d65e2758f808343b2b47aa218ecbea24c10e5e164440fdbea047f13d2106b13fbe2ea86bc1c806bc01ac1cd311edb8436d246894da04c6e20c1c36f65	10	self_reported	female		
f_2_5	female	1099a708f21ec56aac057d8576622e91fabc901e0b919bdc3126da7c90d1b4d3505b368cd0a2e11b4abda4141148114651d193b6db2ebd106144e6247245b4be	10	self_reported	female		
f_2_6	female	10cfd451fc8f863cdfd16f98fed363ed3f380d8a420f50f7cdb2e009ddd4efa2b90f9e6e8a2de91f063d62df47371d12a50fb1f2416ae4b41d92dd6d0b167386	10	self_reported	female		
f_2_7	female	1111aed2446bf78297a99d5ed3131a6ca257a1dcd8c1a14be74144f91385495e608f29985b16c4e783af176809d52c071f409c149c62fcbcacc400a3a97ac71f	10	self_reported	female		
f_2_8	female	1144baca61daccd11801ab6a33aff52b9fe2eadda4b12091848c90c4172e6a83959aadcaa51fb74daf632100d84b1abe5e3ed8c1d4e23d37db2652a2be91db9e	10	self_reported	female		
f_2_9	female	11a464a6be72253dbf287fa8f2c9a8cf701965a19ef3c0d14013ea825d3d13f366063520fca54fc13b54a1201b9c8e1f7d69f6f321d1586e07d077e15cf87e01	10	self_reported	female		
f_2_10	female	11aaf8c511c676a6f098b9c370b8e254134b053435fbaed49dd3b343e494bd29ae15e5794b80de71878ff63ca3f849af1bd94a07ddf6e20b027e9ddb6739af55	10	self_reported	female		
f_2_11	female	1247ace7151fabca276ee1607a572fb375c5b66d14ddf3afaabcbfbe517bdf12e92c9c0177f79262b463c8cf8d929222cb8eb2e916624b38cc22024840dcac8f	10	self_reported	female		
f_2_12	female	124ead4cf674a30dd14fea06a7bf585493f5eb0d2fd38edf8c2ed55c636351417278d85bb2ed6c81e143c3d82f43b241819f4be8c58ca0b9a52faba47dd322aa	10	self_reported	female		
f_2_13	female	1253b648f03f639f1110882eab69df3fcf9ea640b9a9b704d09ce36badd16d9339e7f39370010cbde375720b1d07d4404202dc1b4ab0c433d915a07683c97911	10	self_reported	female		
f_2_14	female	126d3ec8a9de73c224904bc613f47711b76ca9c8d6794b490ce3b731a9f5360949fc9744101eb9d44352af4b85d867ba6fe851c81ca884e6fcf294ab654905a3	10	self_reported	female		
f_2_15	female	12a8849d8f2e0d14506c46b168c87e8e27fdb3e23355247a88290c0cf132e8a4e0c952e6ec8a3d7418a2e1892d0f63fc6c4979dea21eea31b61e644c74a9fe07	10	self_reported	female		
f_2_16	female	12bf9fe6de4d5ca18e8171cd4bbf535acb334c7b54d35f54a7fca3a0e12f9e4b26c7ba356366707c7dfbe003469a7836a0347441d83ccb2ac63765969383b758	10	self_reported	female		
f_2_17	female	12d803ca3bd794d7f50349acbde9e7b9cdcbcc14cb5c182d0fac915b6b1d986da96de0584213f8eb043a9108f2b4a6f65286600ec4523af08b7dd1caf528c1b3	10	self_reported	female		
f_2_18	female	12d8ea443f93a423df69108f087d8ef9310fcfdf2cf835bfd0e2a3399bedfc9d575b57c17d7b2adf631d1a826539bc93505b3aa2668ac4633fe6a0ce6e04dfb6	10	self_reported	female		
f_2_19	female	12e8d1a4cba20ed6e33536545b86522ac870d0d1db10a97a85dfa1df69414d3fe3d5198ebc6590d5a850edce9f75936461084a59d2dd951f1e65f107cb38391c	10	self_reported	female		
f_2_20	female	130c06e77812071695a699dcce974c2ce6440eca1ca5775506a02a2d7cc8e222dc0f14d24cf017693b57b9270c67060cc16be53dc360618fd9435ed5e5d0dce4	10	self_reported	female		
f_2_21	female	13176961c767770ccdc374f0284609e80c82a5dd7cdf38e437fe6521ac43a8fb3baf420017858e61910833510b71042b41e94bde2b647ff92d7a113a30dc491a	10	self_reported	female		
f_2_22	female	132ff416e8786bf024b848b75368e410e11716f7669cf5d8002c3517dc18c1214127cb2f0d2c251df20672658fcbf28099f989a87035037ae22c3f6a525171fc	10	self_reported	female		
f_2_23	female	1342eb792edc3ca5042e275daf3543e30f3bcfe678a1d50e155e8f90e1856312c53fcbd770f1d3258721b6e234f4c852f1641e1a14dcd070ab23a8de439a5c1f	10	self_reported	female		
f_2_24	female	134f7784b5cf944cb620140f2a131badca10e83c8517bd01a616af497fdde3e32bcfd370bd9e1f8fb7321f3d823adb8156a3c0915381db6a36c95b423e13c193	10	self_reported	female		
f_2_25	female	135d5ed7ac8d28a7bb4afabd68549e481087fe34d09fb60c1ae0992b0cdccddb24f6b5c86c5a6742ebcfb7e739b0ff7a2b7561584e980f6d7996ab1e57da8aed	10	self_reported	female		
f_2_26	female	1377d17a15367cf7b641587887af3a492185ab335c425045a81afc84570c23dc69923220da12b839698fab655fb309c0628913e4c450c9bc9ced11dc867d984c	10	self_reported	female		
f_2_27	female	137d4ead7f0eaf432063fcbe8b9f9462e454b5376c5e50c7bf2138fd022a1fc4fb5e7625c3369a1c5bb103694c9bbb4c6113731a6755f862a14c760e4da71df8	10	self_reported	female		
f_2_28	female	13d883887135cd255da515e128469ec568e336891f1b48f7839d29debaa059d46cafa767addc9c22ba21d3333f04a067b4e78b5f3bb98178e6908717150281b3	10	self_reported	female		
f_2_29	female	13fe2d4194885cf2a467daf7cc262b38df8bf3091d9c2d68ee3ad6ad42b0485484155c849badc52ab4b245afc1781168f9c01fd416e364138ef1d17669174cf1	10	self_reported	female		
f_2_30	female	141672013b34d6835e2a45a7a219db64dff8a020ccb3bee9c3661cc6d151613a0ed049fa4210430e64ecd54ce735217cb033e8be72b472de2588bfd40abaa8f9	10	self_reported	female		
f_2_31	female	142f3bcd8f1010f435400615e0d2e67d33ede6fc0aeb230a75f339179a5092fdc66ab5677eee57adaf077193bb79a3384275c6867d909eb56f5482cbeed3e541	10	self_reported	female		
f_2_32	female	144037dc77cdb18d550d3c57bae8535302fadf0c6eb84408c1c09f9431a54830c2bec56de9850e86263755b7adee627d9b764e6313be1f55d0113066f2894e8c	10	self_reported	female		
f_2_33	female	1465ee5e40b9dc5f38864270b84a8d0b3e1fa75c2d3774cc04fbd58a9f045142fa0874a86a83e33ff4823de56989e0eebed4b9323280dd68bd2d53034a06d5c3	10	self_reported	female		
f_2_34	female	147d94ad8405722d5930a859295bfac7b925ccd40c587334d34f3ebd2668a70242240866e93907398f10b7f2265a4ddb82b5355eb21fe37993d04a69900df388	10	self_reported	female		
f_2_35	female	14bbf87ca5201a0b24109291dfa96f985c05bcb3b5551f948c078e0d7f01c76c5dfc7945d85d4487fd6ef3f52684ec6dcd6b1792253944877ff092b0695f314f	10	self_reported	female		
f_2_36	female	14dfdc91e501f6d540916b8c9a15ede4dac22fbe671196dc2493a7648a33334b4424727770f924590ceb9ec66ffb96638e6c4c67bdb5f049d2add011de7c91db	10	self_reported	female		
